complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel
CBK0001586,TXN00001182,USR80241,MCH7734,30/03/2026,04-Apr-2026,261.51,service failed,User says UPI PIN was not entered by them. pls check asap,Pending Bank,,P3,Branch
CBK0002553,TXN00012590,usr_41260,MCH 4089,2026/03/16,31/03/2026,"Rs. 8,645",dispute raised,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Closed,17/04/2026,P1,ivr
CBK0002432,TXN00013381,USR11036,MCH9344,31-Mar-2026,02/04/2026 05:19 AM,738.73,extra amount deducted,User claims account was compromised before transaction.,Pending Bank,2026/04/15,Medium,IVR
CBK0001998,TXN00000406,USR93650,mch2266,2026-01-31 22:47:03,02-01-2026,"₹2,066.08",Fraud Suspected,Customer says amount was debited twice.,IN_PROGRESS,06/02/2026 01:47 AM,High,CHATBOT
CBK0002566,TXN00000405,USR64878,MCH-8953,1773393493,2026/03/24,3060.38,not delivered,suspicious high-value payment disputed by customer.,WIP,08-Apr-2026,LOW,App
CBK0001756,TXN00005028,USR40684,MCH7978,22/02/2026,,1800.13,login compromised,User reports money deducted but merchant denies receiving payment.,Pending Bank,2026/03/10,HIGH,CHATBOT
CBK0002645,TXN00004392,43033,3019,18/02/2026,21/02/2026 12:13 PM,272.46,merchant service issue,User claims account was compromised before transaction.,Rejected,2026-03-09 12:13:05,LOW,CHATBOT
CBK0002230,TXN00009287,usr50434,MCH1683,10-Jan-2026,2026/01/13,"Rs. 1,407",fraud,Merchant service was not delivered after payment.,IN_PROGRESS,2026/02/03,Medium,chatbot
CBK0000526,TXN00006600,usr65622,mch3129,28-Jan-2026,31/01/2026 09:13 PM,,item not received,Customer complaint text unclear due to poor call center notes.,OPEN,05-Feb-2026,P3,App
CBK0001449,TXN00008116,USR21449,MCH 7397,27-Mar-2026,29/03/2026 03:23 PM,"19,544.30",login compromised,Customer says amount was debited twice.,Resolved,03-29-2026,P3,Email
CBK0002686,TXN00017656,usr_69648,mch9430,,03/01/2026 03:37 AM,-447.83,unauth txn,Customer complaint text unclear due to poor call center notes.,RESOLVED,08/01/2026,P3,chatbot
CBK0000533,TXN00001047,USR30500,MCH9291,1768803645,21/01/2026,Rs. 518,item not received,suspicious high-value payment disputed by customer.,RESOLVED,,P4,chatbot
CBK0001709,TXN00014343,USR-26622,MCH8668,04/02/2026,02-Feb-2026,"Rs. 2,893",Service Not Provided,User says UPI PIN was not entered by them.,OPEN,17/02/2026,P3,Branch
CBK0001509,TXN00011866,USR-37594,MCH9858,16/02/2026 12:27 PM,27/02/2026,628.55,service failed,Customer says transaction was not authorized.,RESOLVED,,L,CHATBOT
CBK0000303,TXN00015469,USR54853,MCH2556,11/01/2026 02:40 PM,02-26-2026,,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,In Progress,,P3,chatbot
CBK0001911,TXN00009220,USR30497,MCH8391,1771856964,02-27-2026,Rs. 914,no service,User says UPI PIN was not entered by them.,OPEN,03-14-2026,M,App
CBK0000626,TXN00018979,USR61349,MCH5687,1770007295,,"INR 2,995.87",scam,Customer says transaction was not authorized.,IN_PROGRESS,2026/02/28,MEDIUM,chatbot
CBK0000415,TXN00009182,usr26627,MCH9291,03-28-2026,29/03/2026 12:42 PM,-4153.73,incorrect amount,user claims account was compromised before transaction.,REJECTED,2026-04-16 12:42:25,Medium,ivr
CBK0002793,TXN00005174,USR 39885,MCH8673,06-Feb-2026,2026/02/12,"₹1,679.19",unauth txn,user reports money deducted but merchant denies receiving payment.,RESOLVED,2026/02/12,High,chatbot
CBK0001629,TXN00012665,USR52097,MCH2757,2026/03/16,03-19-2026,"₹3,223.69",delivery issue,Complaint received after multiple failed attempts.,WIP,,P1,Email
CBK0001065,TXN00018250,USR21407,mch5172,11-Jan-2026,2026-01-14 23:22:45,4835.58,not done by me,Customer complaint text unclear due to poor call center notes.,CLOSED,19/01/2026,L,ivr
CBK0002087,TXN00011160,usr_29051,MCH4590,03-17-2026,03-18-2026,1773.89,no service,Customer says amount was debited twice.,Rejected,03/04/2026 09:26 AM,P4,Branch
CBK0001063,TXN00000271,USR23350,MCH6258,2026-03-17 03:29:28,03-18-2026,"16,937.48",Account Takeover,Customer says amount was debited twice.,PENDING_BANK,,Medium,IVR
CBK0002348,TXN00012938,USR62273,MCH 3100,2026/03/09,2026/03/19,3749.0,account hacked,User claims account was compromised before transaction.,Open,2026/03/20,Low,App
CBK0002447,TXN00012629,USR35956,MCH8605,2026/02/13,2026/03/16,3056.74,item not received,Customer says transaction was not authorized. NA,OPEN,04-04-2026,M,Call Center
CBK0001531,txn-00018893,USR98962,MCH8250,28/02/2026 09:20 PM,01/03/2026,3450.22,Duplicate Debit,User claims account was compromised before transaction. pls check asap,PENDING_BANK,,M,Email
CBK0000921,TXN00009757,USR21384,6474,2026-02-12 02:48:37,1771321717,,incorrect amount,Merchant service was not delivered after payment.,REJECTED,2026/03/06,L,Branch
CBK0002660,TXN00015268,USR84844,MCH-9709,23/03/2026,2026/03/25,"Rs. 4,086",delivery issue,Suspicious high-value payment disputed by customer.,Open,2026-04-20 10:49:25,P3,Email
CBK0000513,TXN00003962,USR43455,mch5580,16/02/2026,21/02/2026,12077.97,Wrong Amount,Complaint received after multiple failed attempts. urgent,Resolved,16/03/2026 12:04 PM,P1,CHATBOT
CBK0000969,TXN00014162,45011,MCH6383,02-18-2026,2026/03/06,"₹4,363.63",not delivered,payment made to unknown merchant as per customer statement.,In Progress,2026-03-19 11:52:22,Low,Branch
CBK0000468,TXN00004108,usr22727,3160,02-25-2026,01/03/2026 01:25 AM,"₹5,763.03",Fraud Suspected,User says UPI PIN was not entered by them.,RESOLVED,03-18-2026,HIGH,chatbot
CBK0002014,TXN00016742,USR94725,MCH8212,24/01/2026,,"1,163.64",Fraud Suspected,Complaint received after multiple failed attempts.,Open,,LOW,Email
CBK0000951,TXN00000025,USR43827,mch5400,,2026/03/28,"₹1,302.18",delivery issue,Suspicious high-value payment disputed by customer. details missing,CLOSED,04-10-2026,L,App
CBK0001507,TXN00014680,usr38336,MCH1475,29/01/2026,28-Feb-2026,"₹6,017.37",Wrong Amount,Payment made to unknown merchant as per customer statement.,REJECTED,25-Mar-2026,Low,chatbot
CBK0000470,TXN00016736,usr_95074,MCH2822,02-08-2026,1770745906,"INR 15,548.64",Fraud Suspected,User claims account was compromised before transaction.,Rejected,03-12-2026,P3,CHATBOT
CBK0000453,TXN00008829,USR76027,MCH5301,25/03/2026 05:00 PM,29/03/2026,"INR 19,778.02",Merchant Not Delivered,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,IN_PROGRESS,13/04/2026 01:00 PM,P1,Branch
CBK0000183,TXN00018275,USR61083,MCH2383,2026-03-29 06:16:45,08/04/2026 07:16 AM,894.24,Wrong Amount,Suspicious high-value payment disputed by customer.,Rejected,2026/04/29,LOW,Call Center
CBK0000309,TXN00008361,USR 59660,MCH3485,02-12-2026,02-23-2026,5163.82,customer issue,User claims account was compromised before transaction.,OPEN,03-12-2026,P4,Email
CBK0001243,TXN00018079,USR63150,MCH6850,2026/03/25,29/03/2026,"INR 8,988.28",Duplicate Debit,Complaint received after multiple failed attempts.,Resolved,07/04/2026 02:25 AM,P3,chatbot
CBK0000692,TXN00005181,usr_70317,MCH3740,01/03/2026 01:57 PM,05-Mar-2026,1107.86,no service,Merchant service was not delivered after payment.,Open,15/03/2026 12:57 AM,Low,chatbot
CBK0000685,TXN00011648,USR-24719,MCH-5852,08-Feb-2026,02-11-2026,2218.94,charged twice,User claims account was compromised before transaction.,REJECTED,,Medium,Email
CBK0000550,TXN00015783,usr50831,MCH8921,03-27-2026,,"2,852.68",account hacked,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,07/04/2026,P2,IVR
CBK0000201,TXN00011466,usr99920,MCH9344,06-Feb-2026,09-Feb-2026,Rs. 860,UNAUTHORISED,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,04/03/2026,H,Email
CBK0001657,TXN00002770,USR79332,MCH7033,19/03/2026,22/03/2026,"1,004.64",ATO,Customer says transaction was not authorized.,OPEN,28/03/2026 05:25 PM,MEDIUM,Email
CBK0002790,TXN00005364,USR44424,MCH3678,03/02/2026,05/02/2026,,not delivered,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,Closed,03-04-2026,P1,Email
CBK0001692,TXN54083,USR 37452,mch4658,02/02/2026,05-Feb-2026,664.5,unauth txn,customer says transaction was not authorized.,REJECTED,1770884872,M,Call Center
CBK0000389,TXN00015997,USR38082,MCH5891,,1772156670,"INR 1,370.91",not done by me,Customer says amount was debited twice.,PENDING_BANK,04/03/2026 01:44 AM,Low,IVR
CBK0001599,txn-00018048,45408,MCH4590,03/02/2026 07:57 AM,05/02/2026 04:57 PM,"₹2,467.08",Service Not Provided,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,,H,CHATBOT
CBK0000152,TXN56695,USR13925,MCH6810,24/03/2026 11:00 AM,19/03/2026 11:00 AM,-3475.46,UNAUTHORISED,Suspicious high-value payment disputed by customer.,Open,2026-04-13 11:00:46,P1,Email
CBK0001688,TXN00015571,USR42338,MCH6498,02-03-2026,07-Feb-2026,722.56,login compromised,Merchant service was not delivered after payment.,CLOSED,15/02/2026 01:16 PM,P3,Call Center
CBK0002187,TXN00007012,usr_73010,MCH4473,2026/01/01,,"Rs. 1,064",customer issue,Payment made to unknown merchant as per customer statement.,Closed,2026/01/25,HIGH,App
CBK0001704,TXN00005100,USR11419,MCH1320,03-11-2026,19/03/2026 06:04 PM,-3671.61,account hacked,User reports money deducted but merchant denies receiving payment.,In Progress,1774202680,Low,chatbot
CBK0002113,TXN00002480,USR 12658,MCH3815,03-27-2026,2026/04/02,"INR 5,722.09",fraud,Merchant service was not delivered after payment.,REJECTED,1776092981,High,CHATBOT
CBK0001594,TXN00004839,usr_23350,MCH9444,2026-03-25 14:10:57,2026/04/24,₹955.91,Merchant Not Delivered,customer says amount was debited twice.,Closed,2026-04-24 21:10:57,H,chatbot
CBK0000893,TXN00017214,USR89151,mch7710,03-06-2026,08-Mar-2026,-1267.1,FRAUD,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,03-21-2026,P3,Email
CBK0002372,TXN37348,USR79864,MCH-6026,04-Jan-2026,2026-01-05 18:15:09,2069.0,extra amount deducted,Customer says transaction was not authorized.,Open,,MEDIUM,chatbot
CBK0002491,TXN00019091,USR41955,MCH3954,2026-02-20 18:20:01,24-Feb-2026,"Rs. 11,124",no service,User reports money deducted but merchant denies receiving payment.,In Progress,15-Mar-2026,P3,Email
CBK0000133,TXN00011403,USR18453,9291,2026/01/14,2026/01/19,3000.84,customer issue,Suspicious high-value payment disputed by customer.,Open,2026-02-17 16:25:35,High,Call Center
CBK0002280,TXN00002173,USR47525,MCH1015,05/03/2026 03:02 AM,2026/03/06,856.42,Wrong Amount,Merchant service was not delivered after payment.,PENDING_BANK,2026-03-15 22:02:04,Low,Branch
CBK0002322,TXN00009493,USR71348,MCH-1425,26-Feb-2026,2026-03-13 11:10:29,INR 270.77,no service,user claims account was compromised before transaction.,Resolved,,Medium,ivr
CBK0002139,TXN00012172,USR85655,MCH2375,01/01/2026,1767367967,,Fraud Suspected,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Rejected,24-Jan-2026,Low,App
CBK0001864,,USR 51310,MCH8220,2026-03-17 12:10:45,23/03/2026,INR 464.81,scam,Merchant service was not delivered after payment.,Closed,04-07-2026,P4,CHATBOT
CBK0002285,TXN00005474,usr53527,MCH4473,29/01/2026,30-Jan-2026,271.69,customer issue,User claims account was compromised before transaction.,CLOSED,,MEDIUM,IVR
CBK0000840,TXN00018717,usr16257,MCH3019,20/02/2026 08:58 AM,1772467124,4563.14,Service Not Provided,User claims account was compromised before transaction.,PENDING_BANK,13-Mar-2026,P4,ivr
CBK0000783,,USR96677,MCH2556,23/02/2026,2026/02/23,4726.95,Account Takeover,User says UPI PIN was not entered by them.,Closed,,MEDIUM,CHATBOT
CBK0002629,TXN00010196,USR41172,MCH4588,21/02/2026,2026-02-18 02:42:14,Rs. 852,Fraud Suspected,User says UPI PIN was not entered by them.,Rejected,,P2,ivr
CBK0001589,TXN88540,USR96555,MCH2757,2026-01-30 00:47:43,31-Jan-2026,221.01,scam,Merchant service was not delivered after payment.,Rejected,1771966063,High,ivr
CBK0000809,TXN00013144,USR51720,mch9790,09-Mar-2026,19/03/2026 11:09 PM,688.92,unauth txn,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Pending Bank,,H,Call Center
CBK0000654,TXN00013810,USR50022,mch5980,2026/03/07,2026-03-08 07:44:45,"₹4,552.67",ATO,complaint received after multiple failed attempts.,Closed,,P4,IVR
CBK0001614,TXN00017424,USR36509,MCH1316,2026/02/18,19/02/2026,9374.52,merchant service issue,customer says transaction was not authorized.,PENDING_BANK,21-Mar-2026,M,CHATBOT
CBK0000291,TXN00003485,USR79977,MCH 3900,02-10-2026,,INR 485.10,item not received,User reports money deducted but merchant denies receiving payment.,OPEN,,P4,Branch
CBK0002114,TXN00004014,USR25900,MCH4717,12/03/2026,19/03/2026,"INR 4,940.23",item not received,Customer complaint text unclear due to poor call center notes. urgent,Resolved,2026-04-17 22:25:36,HIGH,CHATBOT
CBK0000739,TXN00017315,USR29561,MCH 5980,04/01/2026,,704.73,login compromised,User says UPI PIN was not entered by them.,In Progress,2026-01-24 06:45:30,High,ivr
CBK0002251,TXN00017472,USR79175,MCH4488,23/02/2026 08:37 AM,1773149876,"₹14,012.62",Customer Dispute,Suspicious high-value payment disputed by customer.,RESOLVED,2026/04/01,CRIT,IVR
CBK0001438,TXN00008449,22964,MCH2194,03-22-2026,03-26-2026,Rs. 653,customer issue,Complaint received after multiple failed attempts. urgent,Resolved,07-Apr-2026,P3,App
CBK0001884,TXN00019164,USR22644,MCH9648,02-08-2026,1770880098,"₹1,364.50",suspicious transaction,suspicious high-value payment disputed by customer.,WIP,14-Feb-2026,P4,CHATBOT
CBK0001771,TXN00011619,USR 17315,MCH 2722,2026-01-25 21:15:13,2026/01/26,-893.52,service failed,Merchant service was not delivered after payment. call dropped,In Progress,,LOW,Email
CBK0001406,TXN00010864,USR66856,MCH-7459,,2026-03-23 04:34:25,2891.42,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes. pls check asap,Open,2026-04-20 04:34:25,P1,CHATBOT
CBK0001268,TXN00004622,USR97580,mch1348,01-24-2026,24/01/2026 05:29 PM,1330.95,item not received,Merchant service was not delivered after payment.,Rejected,31/01/2026,M,IVR
CBK0001693,TXN00009578,usr55777,MCH8533,2026/02/01,1770225923,5287.35,incorrect amount,complaint received after multiple failed attempts.,CLOSED,01/03/2026 05:25 PM,M,App
CBK0002368,TXN00004923,USR50207,mch8391,27-Jan-2026,,"₹1,673.05",extra amount deducted,Merchant service was not delivered after payment.,CLOSED,,P4,ivr
CBK0000452,TXN00002107,usr52224,MCH4529,2026-02-28 04:18:55,10/03/2026,6251.19,service failed,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Rejected,1774613935,HIGH,IVR
CBK0001628,TXN00008857,USR61151,MCH4796,03-19-2026,2026-03-22 09:53:18,5937.26,Duplicate Debit,Payment made to unknown merchant as per cust statement.,Rejected,2026-04-04 09:53:18,P4,Call Center
CBK0000543,TXN00001593,USR 30157,MCH9787,27-Mar-2026,28-Mar-2026,₹759.56,not delivered,User claims account was compromised before transaction.,Pending Bank,01/04/2026,H,Call Center
CBK0002740,TXN00013424,USR71939,MCH4819,2026-02-13 22:58:37,16/02/2026,3989.1,item not received,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,04/03/2026 01:58 PM,LOW,CHATBOT
CBK0001471,TXN00003290,USR25087,mch3815,08/03/2026,03-09-2026,991.51,not delivered,Customer complaint text unclear due to poor call center notes. NA,CLOSED,2026/03/20,H,Email
CBK0001808,TXN00004140,usr30844,MCH8779,,14/02/2026,Rs. 378,complaint,User says UPI PIN was not entered by them.,WIP,04/03/2026,CRIT,Branch
CBK0002225,TXN00011962,USR12961,MCH-8953,1772418975,2026-03-03 23:36:15,"₹6,403.50",unauth txn,Payment made to unknown merchant as per customer statement.,CLOSED,,L,IVR
CBK0000353,TXN00017372,USR56234,MCH7986,2026-02-02 18:14:36,2026-02-05 01:14:36,"1,275.74",not done by me,Customer complaint text unclear due to poor call center notes.,Rejected,02-25-2026,H,IVR
CBK0002065,TXN00010646,USR10669,MCH-3100,2026/01/27,29/01/2026,-5027.32,Wrong Amount,Customer says transaction was not authorized. NA,In Progress,10-Feb-2026,CRIT,ivr
CBK0000833,TXN00007902,USR66726,MCH6087,2026/02/26,09-Mar-2026,"Rs. 5,099",DUP_DEBIT,Merchant service was not delivered after payment. NA,IN_PROGRESS,28/03/2026 04:34 AM,High,IVR
CBK0002388,TXN00018528,USR77072,MCH-5954,,14/03/2026,"3,336.11",account hacked,Complaint received after multiple failed attempts.,RESOLVED,03-21-2026,M,IVR
CBK0001420,TXN00010436,USR26201,MCH-9908,2026-03-16 06:56:10,21/03/2026 01:56 PM,509.15,delivery issue,User says UPI PIN was not entered by them.,Rejected,04-16-2026,P3,ivr
CBK0001795,txn-00017402,USR78513,MCH4226,2026-01-23 04:47:03,1769820423,"INR 2,837.81",login compromised,Complaint received after multiple failed attempts.,REJECTED,2026-02-11 00:47:03,P4,ivr
CBK0001315,TXN00005438,USR68023,MCH-5877,2026/02/16,22/02/2026 07:46 AM,1581.74,extra amount deducted,Merchant service was not delivered after payment. urgent,Open,,H,Branch
CBK0000115,TXN00000541,USR 20121,MCH8779,20/02/2026,1774236669,"Rs. 1,346",complaint,Customer says amount was debited twice.,Resolved,05/04/2026,L,Email
CBK0000627,TXN00003619,usr39542,MCH-7650,03-22-2026,03-22-2026,-4189.62,amount mismatch,suspicious high-value payment disputed by customer.,OPEN,,P3,Call Center
CBK0000510,TXN00007774,USR 73010,MCH1407,2026/03/07,03-09-2026,1443.57,unauthorized_transaction,User claims account was compromised before txn.,Rejected,2026/04/04,P3,ivr
CBK0001979,TXN00007772,USR77274,MCH7833,03-24-2026,2026/03/31,1320.83,incorrect amount,Customer complaint text unclear due to poor call center notes.,Pending Bank,2026-04-17 10:47:26,CRIT,IVR
CBK0001738,TXN00010457,USR59679,MCH9291,2026/03/05,03-06-2026,2161.39,fraud,Merchant service was not delivered after payment.,Open,2026-03-17 18:20:16,P1,Call Center
CBK0002680,TXN00009041,USR 82433,MCH4594,07-Feb-2026,10-Feb-2026,865.19,charged twice,User says UPI PIN was not entered by them.,Open,02-16-2026,P4,Email
CBK0001521,TXN00010065,51069,MCH8953,02-14-2026,2026-03-17 18:07:42,"INR 4,146.46",Merchant Not Delivered,user reports money deducted but merchant denies receiving payment.,Closed,10-Apr-2026,L,chatbot
CBK0000013,TXN00019943,USR-42818,MCH6838,1767365934,05/01/2026,INR 728.13,customer issue,User says UPI PIN was not entered by them. call dropped,In Progress,,P4,App
CBK0002262,TXN88490,usr30627,MCH2594,,17/03/2026,4274.13,merchant service issue,User reports money deducted but merchant denies receiving payment. NA,WIP,,High,chatbot
CBK0000718,TXN00011539,USR 60803,MCH7874,1773082311,10/03/2026,"₹1,528.98",unauthorized_transaction,customer complaint text unclear due to poor call center notes.,In Progress,31/03/2026,HIGH,chatbot
CBK0000446,TXN00010750,usr_17864,MCH-4002,12/01/2026,2026/01/15,"₹2,928.89",delivery issue,Payment made to unknown merchant as per customer statement.,Rejected,1769892497,P3,Call Center
CBK0000258,TXN00017642,USR41056,MCH-9394,26/02/2026 12:19 AM,01-Mar-2026,"INR 1,505.96",customer issue,Customer says amount was debited twice.,RESOLVED,2026/03/24,H,chatbot
CBK0000449,txn-00007492,USR66286,MCH2383,19/02/2026,20-Feb-2026,"₹2,062.69",complaint,Merchant service was not delivered after payment.,Open,02-25-2026,L,App
CBK0000486,TXN00002729,usr58335,MCH6810,,2026-01-14 19:40:25,1526.62,Wrong Amount,Payment made to unknown merchant as per customer statement.,In Progress,30/01/2026 07:40 PM,L,Call Center
CBK0000888,TXN00015372,USR10047,6850,2026/02/12,14/02/2026,"₹1,341.86",amount mismatch,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,Pending Bank,02-Mar-2026,P1,chatbot
